Name,Age,Result,Link,Comment
Александр Гилка,50+,23,https://www.facebook.com/events/235909040903027?view=permalink&id=236081277552470,
Grzegorz Pacewicz,40+,28,https://www.facebook.com/events/235909040903027?view=permalink&id=239951957165402,
Shawn Boucké,<40,29,https://www.facebook.com/events/235909040903027?view=permalink&id=236098827550715,
David Roche,50+,30,https://www.facebook.com/events/235909040903027?view=permalink&id=239537177206880,
Ed Connell,<40,33,https://www.facebook.com/events/235909040903027?view=permalink&id=236318790862052,
Michael George,40+,45,https://www.facebook.com/events/235909040903027?view=permalink&id=237153424111922,First ever FMC solve
Adam Robson,<40,48,https://www.facebook.com/events/235909040903027?view=permalink&id=238294293997835,
