Name,Age,WCA ID,Result,Link,Comment
Ben Coppin,40+,2013COPP01,33,https://www.facebook.com/events/881997795616111/permalink/884382862044271,
Shawn Boucké,<40,2016BOUC01,33,https://www.facebook.com/events/881997795616111/permalink/883605065455384,
Donna Leiber,60+,,45,https://www.facebook.com/events/881997795616111/permalink/882387552243802,
Andy Nicholls,40+,2015NICH04,46,https://www.facebook.com/events/881997795616111/permalink/884277758721448,
Adam Robson,<40,,DNF,https://www.facebook.com/events/881997795616111/permalink/882722368876987,😭
