Name,Age,WCA ID,Result,Link,Comment
Александр Гилка,50+,,22,https://www.facebook.com/events/1029021234175509/permalink/1029496034128029,B2 R B z' L R2 D' L R2 U2 R' B2 U' R2 U L2 x2 D R2 D2 L2 U' R2 L2
Ben Coppin,40+,2013COPP01,27,https://www.facebook.com/events/1029021234175509/permalink/1029441870800112,
Shawn Boucké,<40,2016BOUC01,29,https://www.facebook.com/events/1029021234175509/permalink/1031076583969974,
