Name,Age,WCA ID,Result,Link,Comment
Александр Гилка,50+,,23,https://www.facebook.com/events/422286948911898/permalink/422897708850822,F2 R2 B' U L2 F2 D2 U' R' U R D2 R U2 L' F2 R U2 L' D2 L B D'
Ben Coppin,40+,2013COPP01,37,https://www.facebook.com/events/422286948911898/permalink/423319898808603,
Yi-Wei Chen,40+,,54,https://www.facebook.com/events/422286948911898/permalink/422812688859324,
Ed Connell,<40,2018CONN04,DNF,https://www.facebook.com/events/422286948911898/permalink/423350685472191,
