Name,Age,WCA ID,Result,Link,Comment
Ben Coppin,40+,2013COPP01,27,https://www.facebook.com/events/665512590717721/permalink/667063870562593,
Shawn Boucké,<40,2016BOUC01,27,https://www.facebook.com/events/665512590717721/permalink/666925327243114,
Donna Leiber,60+,,49,https://www.facebook.com/events/665512590717721/permalink/668030210465959,
Mark Rivers,50+,,DNF,https://www.facebook.com/events/665512590717721/permalink/669731720295808,"After 30 mins I still hadn't found a good start, and gave up because I just stopped enjoying it 🙂"
