Name,Age,WCA ID,Result,Link,Comment
Александр Гилка,50+,,27,https://www.facebook.com/events/426651405110180/permalink/426863151755672,
Shawn Boucké,<40,2016BOUC01,28,https://www.facebook.com/events/426651405110180/permalink/428901118218542,
Ben Coppin,40+,2013COPP01,35,https://www.facebook.com/events/426651405110180/permalink/426781105097210,
