Name,Age,Result,Link,Comment
Shawn Boucké,<40,28,https://www.facebook.com/events/271150663928664/permalink/271684503875280,
Grzegorz Pacewicz,40+,30,https://www.facebook.com/events/271150663928664/permalink/274713473572383,
David Roche,50+,31,https://www.facebook.com/events/271150663928664/permalink/274553566921707,
Michael George,40+,33,https://www.facebook.com/events/271150663928664/permalink/274211690289228,
Mark Rivers,50+,DNF,https://www.facebook.com/events/271150663928664/permalink/273086297068434,
Adam Robson,<40,DNF,https://www.facebook.com/events/271150663928664/permalink/272946070415790,
