Name,Age,WCA ID,Result,Link,Comment
Александр Гилка,50+,,26,https://www.facebook.com/events/406621274108354/permalink/407724827331332,D2 F2 B2 L2 U2 L' B2 D2 R D2 B2 L B2 R2 F2 D' R2 D R D U' L U B' R' L'
Ben Coppin,40+,2013COPP01,29,https://www.facebook.com/events/406621274108354/permalink/407725843997897,
Grzegorz Pacewicz,40+,,31,https://www.facebook.com/events/406621274108354/permalink/410709250366223,
Yi-Wei Chen,40+,,45,https://www.facebook.com/events/406621274108354/permalink/410496520387496,
