Name,Age,WCA ID,Result,Link,Comment
Ben Coppin,40+,2013COPP01,29,https://www.facebook.com/events/690853935181233/permalink/692488901684403,
Ed Connell,<40,2018CONN04,33,https://www.facebook.com/events/690853935181233/permalink/694775288122431,
