Name,Age,Result,Link,Comment
Александр Гилка,50+,24,https://www.facebook.com/events/640532176759268?view=permalink&id=641756139970205,
Ben Coppin,40+,25,https://www.facebook.com/events/640532176759268?view=permalink&id=641063233372829,
David Roche,50+,26,https://www.facebook.com/events/640532176759268?view=permalink&id=640978746714611,
Shawn Boucké,<40,28,https://www.facebook.com/events/640532176759268?view=permalink&id=640567056755780,I cannot remember last time I had insertions with zero cancelling
Grzegorz Pacewicz,40+,30,https://www.facebook.com/events/640532176759268?view=permalink&id=642597733219379,
Ed Connell,<40,31,https://www.facebook.com/events/640532176759268?view=permalink&id=640765876735898,
John Cook,50+,53,https://www.facebook.com/events/640532176759268?view=permalink&id=643602313118921,
Michael George,40+,DNF,https://www.facebook.com/events/640532176759268?view=permalink&id=641755886636897,41 moves in 2 hours - first time attempting comms or insertions which ate time!
Adam Robson,<40,DNF,https://www.facebook.com/events/640532176759268?view=permalink&id=641414366671049,40 move DNF - spent about 17 million hours learning at the same time!
