Name,Age,WCA ID,Result,Link,Comment
Grzegorz Pacewicz,40+,,28,https://www.facebook.com/events/335206657590456/permalink/338384850605970,
Shawn Boucké,<40,2016BOUC01,32,https://www.facebook.com/events/335206657590456/permalink/335776474200141,
Adam Robson,<40,,37,https://www.facebook.com/events/335206657590456/permalink/336281087483013,
Yi-Wei Chen,40+,,38,https://www.facebook.com/events/335206657590456/permalink/336852547425867,
Ben Coppin,40+,2013COPP01,DNF,https://www.facebook.com/events/335206657590456/permalink/336605860783869,Yuck.
