Name,Age,WCA ID,Result,Link,Comment
Grzegorz Pacewicz,40+,,25,https://www.facebook.com/events/720490528496412/permalink/721909435021188,
Ben Coppin,40+,2013COPP01,30,https://www.facebook.com/events/720490528496412/permalink/721162581762540,
Adam Robson,<40,,30,https://www.facebook.com/events/720490528496412/permalink/721367741742024,
Shawn Boucké,<40,2016BOUC01,30,https://www.facebook.com/events/720490528496412/permalink/722760851602713,
Mark Rivers,50+,2015RIVE05,32,https://www.facebook.com/events/720490528496412/permalink/724724328073032,
Michael George,40+,2015GEOR02,32,https://www.facebook.com/events/720490528496412/permalink/721779755034156,Fairly straightforward NISS solve. After the 223 I saw a pre-built LL pair which I realised would be part of the F2L-1 if I switched to the reverse scramble. I initially had a 3C3E skeleton in 26 moves but it transpired that finishing the F2L resulted in a 3E finish.
Ed Connell,<40,2018CONN04,33,https://www.facebook.com/events/720490528496412/permalink/721859058359559,This was a struggle! Really out of practice finding insertions
Andy Nicholls,40+,2015NICH04,39,https://www.facebook.com/events/720490528496412/permalink/724561671422631,
Donna Leiber,60+,,DNF,https://www.facebook.com/events/720490528496412/permalink/723448058200659,First DNF for FMC; let me know if entered wrong
