Name,Age,WCA ID,Result,Link,Comment
Shawn Boucké,<40,2016BOUC01,24,https://www.facebook.com/events/1040688916351072/permalink/1044955992591031,
Ben Coppin,40+,2013COPP01,28,https://www.facebook.com/events/1040688916351072/permalink/1042750266144937,
Mark Rivers,50+,2015RIVE05,36,https://www.facebook.com/events/1040688916351072/permalink/1046405722446058,
