Name,Age,WCA ID,Result,Link,Comment
Shawn Boucké,<40,2016BOUC01,31,https://www.facebook.com/events/959119871274156/permalink/961963137656496,
Ben Coppin,40+,2013COPP01,33,https://www.facebook.com/events/959119871274156/permalink/959843974535079,
