Name,Age,WCA ID,Result,Link,Comment
Александр Гилка,50+,,24,https://www.facebook.com/events/251014863038727/permalink/251421992998014,y z' L2 F2 B2 U2 R2 L2 D' R2  D L U' L U2 R' D R F' L'  D2 F2 U2 R' U2 R'
Ben Coppin,40+,2013COPP01,32,https://www.facebook.com/events/251014863038727/permalink/251378526335694,
