Name,Age,Result,Link,Comment
Grzegorz Pacewicz,40+,26,https://www.facebook.com/events/2622968941252005?view=permalink&id=2623152611233638,
Ed Connell,<40,29,https://www.facebook.com/events/2622968941252005?view=permalink&id=2625580534324179,
Shawn Boucké,<40,29,https://www.facebook.com/events/2622968941252005?view=permalink&id=2623283234553909,
Mark Rivers,50+,35,https://www.facebook.com/events/2622968941252005?view=permalink&id=2628004390748460,
Michael George,40+,37,https://www.facebook.com/events/2622968941252005?view=permalink&id=2626255534256679,
Donna Leiber,60+,46,https://www.facebook.com/events/2622968941252005?view=permalink&id=2623457794536453,
Andy Nicholls,40+,48,https://www.facebook.com/events/2622968941252005?view=permalink&id=2623689781179921,
Adam Robson,<40,DNF,https://www.facebook.com/events/2622968941252005?view=permalink&id=2624514677764098,
