Name,Age,WCA ID,Result,Link,Comment
Александр Гилка,50+,,24,https://www.facebook.com/events/324362745652604/permalink/324923552263190,
Grzegorz Pacewicz,40+,2014PACE01,28,https://www.facebook.com/events/324362745652604/permalink/324768808945331,
Ben Coppin,40+,2013COPP01,29,https://www.facebook.com/events/324362745652604/permalink/324762962279249,
Marius Rombout Ferreira van Riemsdijk,40+,2014RIEM01,29,https://www.facebook.com/events/324362745652604/permalink/325260145562864,⚡32
Chris Thames,<40,2019THAM05,47,https://www.facebook.com/events/324362745652604/permalink/326810018741210,
