Name,Age,WCA ID,Result,Link,Comment
Ben Coppin,40+,2013COPP01,27,https://www.facebook.com/events/2722940861324520/permalink/2726372110981395,
Shawn Boucké,<40,2016BOUC01,31,https://www.facebook.com/events/2722940861324520/permalink/2726775390941067,
Yi-Wei Chen,40+,,49,https://www.facebook.com/events/2722940861324520/permalink/2724559384496001,
Donna Leiber,60+,,54,https://www.facebook.com/events/2722940861324520/permalink/2726661450952461,
Chris Thames,<40,2019THAM05,62,https://www.facebook.com/events/2722940861324520/permalink/2725895381029068,
Adam Robson,<40,,DNF,https://www.facebook.com/events/2722940861324520/permalink/2727197250898881,
