Name,Age,WCA ID,Result,Link,Comment
Ben Coppin,40+,2013COPP01,29,https://www.facebook.com/events/328891351562846/permalink/330632104722104,
Adam Robson,<40,,31,https://www.facebook.com/events/328891351562846/permalink/329919588126689,
Shawn Boucké,<40,2016BOUC01,38,https://www.facebook.com/events/328891351562846/permalink/330952128023435,
Donna Leiber,60+,,56,https://www.facebook.com/events/328891351562846/permalink/331018928016755,
Chris Thames,<40,2019THAM05,65,https://www.facebook.com/events/328891351562846/permalink/329552664830048,
