Name,Age,WCA ID,Result,Link,Comment
Shawn Boucké,<40,2016BOUC01,32,https://www.facebook.com/events/1574705676027540?view=permalink&id=1575348462629928,
Ben Coppin,40+,2013COPP01,33,https://www.facebook.com/events/1574705676027540?view=permalink&id=1576578979173543,
Chris Hardwick,<40,2003HARD01,43,https://www.facebook.com/events/1574705676027540?view=permalink&id=1578822932282481,"Above average attempt, did not manage time well."
Andy Nicholls,40+,2015NICH04,46,https://www.facebook.com/events/1574705676027540?view=permalink&id=1576470725851035,
Donna Leiber,60+,,51,https://www.facebook.com/events/1574705676027540?view=permalink&id=1578826975615410,
Mark Rivers,50+,,DNF,https://www.facebook.com/events/1574705676027540?view=permalink&id=1579975698833871,"As usual, found myself struggling to turn a reasonable F2L-1 into an adequate skeleton, with too little time to go back further. Best I could do was a 29 move 4C1T, but I couldn't find anything decent for the first insertion and burned the remaining time looking."
Michael George,40+,2015GEOR02,DNF,https://www.facebook.com/events/1574705676027540?view=permalink&id=1580737872090987,"DNF again, some time earlier this week."
