Name,Age,Result,Link,Comment
Александр Гилка,50+,21,https://www.facebook.com/events/500266387310754/permalink/500800967257296,
Shawn Boucké,<40,26,https://www.facebook.com/events/500266387310754/permalink/501216437215749,
David Roche,50+,30,https://www.facebook.com/events/500266387310754/permalink/500672650603461,
Adam Robson,<40,31,https://www.facebook.com/events/500266387310754/permalink/501846950486031,
Grzegorz Pacewicz,40+,DNF,https://www.facebook.com/events/500266387310754/permalink/501735783830481,
