Name,Age,Result,Link,Comment
David Roche,50+,21,https://www.facebook.com/events/210706923625115/permalink/211706620191812,
Александр Гилка,50+,23,https://www.facebook.com/events/210706923625115/permalink/210837883612019,
Shawn Boucké,<40,32,https://www.facebook.com/events/210706923625115/permalink/211886366840504,Learn the alg B2 R2 B2 U2 B2 R2 B2 U2... It may save you a bunch of moves.
Grzegorz Pacewicz,40+,33,https://www.facebook.com/events/210706923625115/permalink/210846356944505,
Adam Robson,<40,DNF,https://www.facebook.com/events/210706923625115/permalink/212164103479397,
Ed Connell,<40,DNF,https://www.facebook.com/events/210706923625115/permalink/213821129980361,
