Name,Age,WCA ID,Result,Link,Comment
Grzegorz Pacewicz,40+,2014PACE01,25,https://www.facebook.com/events/753945178677521/permalink/756398248432214/,
Ben Coppin,40+,2013COPP01,32,https://www.facebook.com/events/753945178677521/permalink/755294308542608/,
Ed Connell,<40,2018CONN04,32,https://www.facebook.com/events/753945178677521/permalink/754123971992975/,
Adam Robson,<40,,36,https://www.facebook.com/events/753945178677521/permalink/754313368640702/,
Andy Nicholls,40+,2015NICH04,44,https://www.facebook.com/events/753945178677521/permalink/755686318503407/,
Donna Leiber,60+,,52,https://www.facebook.com/events/753945178677521/permalink/757188861686486/,"Tried a couple of ways, but this was the best I found."
Mark Rivers,50+,2015RIVE05,DNF,https://www.facebook.com/events/753945178677521/permalink/758195291585843/,"Took too long too find a half-decent skeleton, had to rush insertions, made a mistake, ran out of time."
Michael George,40+,2015GEOR02,DNF,https://www.facebook.com/events/753945178677521/permalink/758256418246397/,Lots of dead-ends... ran out of time
Shawn Boucké,<40,2016BOUC01,DNF,https://www.facebook.com/events/753945178677521/permalink/756328728439166/,
