Name,Age,WCA ID,Result,Link,Comment
Grzegorz Pacewicz,40+,,25,https://www.facebook.com/events/3437310179730186/permalink/3440076479453556,
Ben Coppin,40+,2013COPP01,26,https://www.facebook.com/events/3437310179730186/permalink/3439847039476500,Best FMC scramble EVER!
