Name,Age,WCA ID,Result,Link,Comment
Александр Гилка,50+,,23,https://www.facebook.com/events/869995520463501/permalink/870006783795708,
Grzegorz Pacewicz,40+,,29,https://www.facebook.com/events/869995520463501/permalink/870720867057633,
Ben Coppin,40+,2013COPP01,31,https://www.facebook.com/events/869995520463501/permalink/871070473689339,
Shawn Boucké,<40,2016BOUC01,31,https://www.facebook.com/events/869995520463501/permalink/872604180202635,
