Name,Age,WCA ID,Result,Link,Comment
Grzegorz Pacewicz,40+,,25,https://www.facebook.com/events/3058979497541923/permalink/3069804739792732,
Shawn Boucké,<40,2016BOUC01,27,https://www.facebook.com/events/3058979497541923/permalink/3061106023995937,
Ben Coppin,40+,2013COPP01,31,https://www.facebook.com/events/3058979497541923/permalink/3065675073539032,
Yi-Wei Chen,40+,,43,https://www.facebook.com/events/3058979497541923/permalink/3073895529383653,
Ed Connell,<40,2018CONN04,DNF,https://www.facebook.com/events/3058979497541923/permalink/3066545856785287,
